Rank;PrimaryOutcomeMeasure;PrimaryOutcomeTimeFrame;OverallStatus;LastKnownStatus;LastUpdatePostDate
576;Number of Participants Who Experience at Least 1 Treatment-emergent Adverse Events (TEAEs) and Serious Adverse Events (SAEs)|Number of Participants With TEAEs Related to Clinically Significant Laboratory Evaluation Findings|Number of Participants With TEAEs Related to Clinically Significant Vital Sign Findings;Baseline up to 30 days after the last dose of study drug (up to 5 years)|Baseline up to 30 days after the last dose of study drug (up to 5 years)|Baseline up to 30 days after the last dose of study drug (up to 5 years);Completed,;June 22, 2020
577;Objective response rate (ORR)|Adverse events;3 years|3 years;Recruiting,;April 11, 2022
578;Incidence of treatment emergent adverse events (safety and tolerability);35 months;Recruiting,;February 3, 2023
579,,;Completed,;February 8, 2010
580;To evaluate the safety and tolerability of ACE-041 in patients with advanced solid tumors or relapsed/refractory multiple myeloma by monitoring adverse events, clinical laboratory tests, vital signs, physical examinations, and anti-drug antibody tests.;4 months;Completed,;March 18, 2013
581;Dose Limiting Toxicity (DLT)|Frequency, severity, and duration of treatment-emergent AEs (TEAEs);First 28 days of treatment|Screening through 90 days after last dose;Terminated,;March 3, 2022
582;Maximum Tolerated Dose (MTD) of perifosine + temsirolimus combination in children with cancer.;2 years;Completed,;March 10, 2017
583;Maximum tolerated dose of PR-104;3 weeks (cycle 1);Completed,;June 1, 2011
584;Maximum tolerated dose of gemcitabine hydrochloride and capecitabine when combined with imatinib mesylate|Toxicity;By the end of cycle 2|By the end of cycle 2.;Completed,;February 26, 2018
585;Adverse Events|Maximum tolerated dose|Biomarker of OPB-111077;21 days|21 days|21 days;Completed,;September 10, 2019
586,,;Completed,;July 11, 2012
587;Dose Escalation Part: Number of Participants with Dose-limiting Toxicities (DLTs)|Dose Escalation and Expansion Part: Number of Participants with Adverse Events (AEs) and Serious Adverse Events (SAEs)|Dose Expansion Part: Percentage of Participants With Objective Response|Dose Expansion Part: Duration of Response (DOR)|Dose Expansion Part: Percentage of Participants With Disease Control;Cycle 1 (Cycle length is equal to [=] 21 days)|Baseline up to 90 days after the last dose of study drug (approximately 3 years 1 month)|From date of first dose of study drug until first documentation of complete response (CR) or partial response (PR) (up to approximately 3 years 1 month)|From first documented CR or PR until first documentation of recurrent or progressive disease or death (up to approximately 3 years 1 month)]|From first dose of study drug until first documentation of CR or PR or stable disease (SD) (up to approximately 3 years 1 month);Completed,;March 24, 2023
588;The incidence of MIL97 treatment-emergent adverse events in patients with advanced or metastatic solid tumor;up to 2.5 year after enrollment;Recruiting,;January 19, 2023
589;To determine the MTD/RPTD of capecitabine/oxaliplatin/bevacizumab/everolimus (XELOX-A-Ev) for subjects with advanced solid tumors.;End of treatment phase;Completed,;December 24, 2012
590,,;Completed,;January 13, 2010
591;Number of subjects reporting adverse events|Number of subjects reporting serious adverse events|Number of subjects experiencing a dose-limiting toxicity|Change from Baseline in laboratory evaluations|Change from Baseline in vital signs|Change from Baseline in electrocardiogram evaluations|Overall Response Rate in Select Tumor Types;Screening through 15 months after the last subject enters re-treatment|Screening through 15 months after the last subject enters re-treatment|First dose of study medication through 4 weeks after the first dose of study medication|Screening through 3 months after the last dose of study medication|Screening through 3 months after the last dose of study medication|Screening through 3 months after the last dose of study medication|First dose of study medication through 15 months after the last subject enters re-treatment;Completed,;March 6, 2020
592,,;Completed,;June 8, 2015
593,,;Withdrawn,;July 11, 2012
594;To determine the maximum tolerated dose (MTD)/recommended phase II dose (RP2D) and dose limiting toxicity (DLT) of oral clofarabine when administered once daily for 5 days every 28 days to adult patients with locally advanced or metastatic solid tumors;Length of Study;Completed,;March 19, 2014
595;Overall Response Rate|Maximum Tolerated Dose;From first dose date to progression or last tumor assessment, up to four years and six months.|From Day 1 to Day 21.;Completed,;August 9, 2018
596;Maximum Tolerated Dose (MTD)|Recommended Phase II Dose (RP2D)|Objective Response Rate (ORR)|Incidence of Adverse Events (AEs);DLT will be evaluated during the first 21-day treatment cycle (Cycle 1)|Day 1 to Day 21 of Cycle 1|Baseline to study completion (24 months)|After signing informed consent until 45 days after the last dose of MRG002;Recruiting,;May 6, 2022
597;Proportion of patients with ototoxic hearing loss;1 year after the initiation of chemotherapy;Not yet recruiting,;December 1, 2022
598,,;Completed,;July 2, 2012
599;Dose Limiting Toxicities (DLTs)|Adverse Events according to CTCAE V5.0;From the time of the first dose (Day 1) until the 2nd dosing (Day 28)|Time Frame: From the start of administration to the end of the study or 28 days after the administration is stopped (up to 6 months and 28 days);Recruiting,;August 31, 2021
600,,;Completed,;July 18, 2012
601;To determine the safety, tolerability, and MTD of oral aza-TdCyd administered daily for 5 days a week for 2 weeks, with one week off, in 21-day cycles;Cycle 1 and Cycle 2;Recruiting,;March 27, 2023
602;Incidence of adverse experiences from oral ONC201 using National Cancer Institute (NCI) Common Terminology Criteria for Adverse Events (CTCAE) version 4.0;Up to 4 weeks after end of study treatment;Completed,;May 22, 2019
603;Safety and tolerability (CTCAE version 4.0).;up to Week 16;Completed,;July 2, 2017
604;Dose Escalation Study: Maximum-tolerated Dose (MTD) of SC10914|Dose Expansion Study: Recommended Phase II Dose(RP2D) of SC10914;30 days|8 weeks;Unknown status;Recruiting;December 6, 2017
605;Maximum Tolerated Dose of RTA 402;28 day cycles;Completed,;July 30, 2012
606;To establish the safety, tolerability and the maximum tolerated dose (MTD) of LMP744 (NSC 706744);cycle 1;Recruiting,;March 10, 2023
607;Maximum tolerated dose (MTD) of lenvatinib in combination with everolimus: Phase 1|Recommended Phase 2 dose (RP2D) of lenvatinib in combination with everolimus: Phase 1|Number of participants with any treatment-emergent (TE) serious adverse event (SAE) in Phase 1, as a measure of the safety and toxicity of lenvatinib in combination with everolimus|Number of participants with any TE adverse event (TEAE) in Phase 1, as a measure of the safety and toxicity of lenvatinib in combination with everolimus|Overall Response Rate (ORR) at Week 16 for Phase 2;Cycle 1 (Day 1 to Day 28) of the Treatment Phase|Cycle 1 (Day 1 to Day 28) of the Treatment Phase|From date of first dose up to 28 days after the last dose of study treatment, up to approximately 2 years|From date of first dose up to 28 days after the last dose of study treatment, up to approximately 2 years|Week 16;Completed,;January 30, 2023
608;Frequency of Adverse Event and Severe Adverse Event|Dose limited toxicity（DLT）|Maximum Tolerated Dose（MTD）;2 years|28 days|28 days;Recruiting,;January 26, 2023
609;The number of patients with adverse events|The number of patients with serious adverse events|The number of patients with dose-limiting toxicity (DLT), as defined in the protocol.|The number of patients with changes from baseline laboratory findings, ECGs and vital signs;From time of Informed consent to 30 days post last dose (approximately 1 year).|From time of Informed consent to 30 days post last dose (approximately 1 year)|From first dose of study treatment until the end of Cycle 1 (approximately 21 days).|From time of informed consent to 30 days post last dose (approximately 1 year);Recruiting,;November 1, 2022
610;Safety|Incidence of graft-versus-host disease,;Unknown status;Active, not recruiting;December 18, 2013
611;To determine the maximum tolerated dose (MTD) and the recommended dose (RD) of plitidepsin in combination with sorafenib or gemcitabine in patients with advanced solid tumors or lymphomas.;Along the study;Completed,;June 7, 2011
612;Maximum Tolerated Dose (MTD) of Efavirenz|Number of Participants Who Experienced Dose-Limiting Toxicities (DLTs);Up to 28 days for each dosing cohort|Up to 28 days for each dosing cohort;Completed,;January 27, 2021
613;Maximum tolerated dose (MTD);Day 28;Withdrawn,;October 3, 2018
614,,;Completed,;January 15, 2010
615,,;Completed,;July 2, 2012
616;Determine maximum tolerated dose (MTD) of weekly docetaxel in combination with etanercept.;up to 4 years;Completed,;December 6, 2017
617;The incidence of dose-limiting toxicities (DLTs) during the DLT period|Incidence and severity of treatment emergent adverse events (TEAEs)|Incidence and severity of adverse events of special interest (AESIs)|Incidence and severity of serious adverse events (SAEs)|Incidence and severity of grade ≥3 laboratory abnormalities|Objective Response Rate (ORR);"Up to 6 weeks|Approximately 90 days from last dose; up to 5 years|Approximately 90 days from last dose; up to 5 years|Approximately 90 days from last dose; up to 5 years|Approximately 90 days from last dose; up to 5 years|Up to 5 years";Recruiting,;February 1, 2023
618;Maximum tolerated dose (MTD)|Recommended phase 2 dose;Up to 5 years|Up to 5 years;Recruiting,;March 15, 2023
619;Dose Escalation|Food Effect Cohort|Food Effect Cohort|Food Effect Cohort|Food Effect Cohort|Dose Expansion;Through completion, average of 1 year|Through completion, approx 6 months|Through completion, approximately 6 months|Through completion approximately 6 month|Through completion, approximately 6 mth|Through completion, approximately 43 month;Recruiting,;February 1, 2023
620;Maximum tolerated doses of vorinostat (SAHA) and capecitabine|Safety and tolerability as assessed by CTCAE v3.0;1 cycle|All cycles;Completed,;July 23, 2015
621;Toxicity as assessed by NCI CTCAE v3.0;Completion of study;Completed,;April 19, 2012
622;The dose-limiting toxicities (DLTs) of OH2 injection as single agent and in combination with HX008 in patients with solid tumors|The maximum-tolerated doses (MTDs) of OH2 injection as single agent and in combination with HX008 in patients with solid tumors|The biodistribution and biologic effect of OH2 injection|The anti-tumor activity of OH2 monotherapy and in combination with irinotecan or HX008;6 months|6 months|6 months|2 years;Recruiting,;November 8, 2022
623;Incidence rate of dose limiting toxicities (DLTs) of the combination of BGJ398 with BYL719;Approximately 8 months;Completed,;December 9, 2020
624;Incidence of Dose Limiting Toxicities (DLTs) for ASP1002|Number of participants with Adverse Events (AEs)|Number of participants with Serious Adverse Events (SAEs)|Number of participants with laboratory value abnormalities and/or adverse events (AEs)|Number of participants with vital sign abnormalities and/or adverse events (AEs)|Number of participants with electrocardiogram (ECG) abnormalities and/or Adverse Events (AEs)|Number of participants with physical exam abnormalities and/or Adverse Events (AEs)|Number of participants at each grade of Eastern Cooperative Oncology Group (ECOG) performance status scores;Up to 24 months|Up to 25 months|Up to 27 months|Up to 27 months|Up to 27 months|Up to 27 months|Up to 24 months|Up to 27 months;Recruiting,;March 20, 2023
625;To observe the efficacy of local tumor ablation;through study completion, an average of 1 year;Recruiting,;October 14, 2022
626;Maximum tolerated dose;End of Cycle 1 (i.e. 21 Days);Suspended,;September 29, 2014
627;Part 1: Number of Participants with Dose Limiting Toxicities (DLTs)|Part 1: Number of Participants with Treatment Emergent Adverse Events (TEAEs) and Treatment Related TEAEs|Part 2: Objective Response (OR) According to Response Evaluation Criteria in Solid Tumors (RECIST) Version 1.1 as Assessed by Investigators|Part 2: Number of Participants with Treatment Emergent Adverse Events (TEAEs) and Treatment Related TEAEs|Part 2: Duration of Response (DoR) According to Response Evaluation Criteria in Solid Tumors (RECIST) Version 1.1 as Assessed by Investigators;Day 1 Up to Day 21|From Baseline until 4 months|From Baseline until 6 months|From Baseline until 6 months|From Baseline until 6 months;Active, not recruiting,;December 7, 2022
628;Maximum tolerated dose (MTD）|Adverse events (AEs)|Phase II dose (RP2D);4 weeks|8 weeks|4 weeks;Recruiting,;January 19, 2022
629;Dose-limiting Toxicities (DLTs) of IDE397|Dose-limiting Toxicities (DLTs) of IDE397 in combination with either docetaxel, paclitaxel, gemcitabine and nab-paclitaxel or pemetrexed|Maximum Tolerated Dose (MTD) and/or Recommended Phase 2 Dose (RP2D) of IDE397|Maximum Tolerated Dose (MTD) and/or Recommended Phase 2 Dose (RP2D) of IDE397 in combination with either docetaxel, paclitaxel, gemcitabine and nab-paclitaxel or pemetrexed|Objective Response Rate (ORR) and Duration of Response (DoR);21 days following the first dose of IDE397|21 - 28 days following the first dose of IDE397|Approximately 2 years|Approximately 2 years|Approximately 2 years;Recruiting,;December 2, 2022
630;Number of Participants with Adverse Events (AEs) as assessed by NCI-CTCAE v5.0|Maximum Tolerated Dose of SLC-391;2 years|21 days;Recruiting,;August 1, 2022
631;MTD of belinostat in combination with isotretinoin determined by dose limiting toxicities graded according to NCI CTCAE 4.0;21 days;Completed,;April 3, 2018
632;Maximum tolerated and recommended dose (MTD) (RD)|Efficacy of F16IL2 in combination with doxorubicin;28 days|8 weeks;Terminated,;February 25, 2014
633;Dose-escalation Cohorts: Number of Participants With Dose Limiting Toxicities (DLTs);Baseline up to 3 weeks;Completed,;September 30, 2020
634;Dose Limiting Toxicity;up to 3 weeks of OTX008 treatment;Unknown status;Recruiting;November 9, 2012
635;Maximum tolerated dose and recommended phase II dose;28 days;Completed,;July 23, 2015
636,,;Completed,;September 24, 2012
637;Maximum Tolerated Dose (MTD) of JI-101;28 days (1 cycle);Completed,;June 24, 2013
638,,;Completed,;July 24, 2012
639;Determine maximum tolerated dose (MTD) of oral irinotecan;length of study;Completed,;February 20, 2014
640;Part1:Number of subjects with DLT in each dose group within 1 cycles (21 days) after the first drug administration|Part1:The maximum tolerated dose (MTD) of HBM4003 combined with toripalimab|Part1:Recommended Phase 2 dose (RP2D) of HBM4003 combined with toripalimab|Part2:ORR, as determined by the Investigator using RECIST 1.1;approximate 21 days|approximate 21 days|approximate 21 days|maximum 2 years;Not yet recruiting,;December 8, 2021
641;To determine the maximum tolerated dose (MTD) or maximum administered dose (MAD), and select the recommended Phase 2 dose (RP2D).|To determine the safety and tolerability of SPX-101 in patients with solid tumors;The analysis will extend through 28 days after the last administration of study drug.|The analysis will extend through 28 days after the last administration of study drug.;Not yet recruiting,;February 9, 2022
642;Number of patients with adverse events.;3 year;Unknown status;Recruiting;February 19, 2018
643;Objective response rate (ORR);At the end of every 2 cycles (each cycle is 21 days);Withdrawn,;September 13, 2022
644;Adverse events (AE), serious adverse events (SAEs), suspected unexpected serious adverse reaction (SUSAR), physical examination, etc. (CTCAE 5.0 standard)|Tolerability: Ratio of Dose reductions or interruptions|Incidence rate of dose limiting toxicities (DLTs);Up to 24 months|Up to 24 months|cycle 1 (each cycle is 21 days);Recruiting,;March 22, 2022
645;To investigate dose-limiting toxicity and estimate maximum tolerated dose.;7 weeks;Completed,;June 11, 2020
646;Number of Participants With Treatment-emergent Adverse Events (TEAEs) and Serious Adverse Events (SAEs)|Number of Participants With Dose-limiting Toxicities;From the first dose until 30 days after the last dose (approximately 2 years 7 months)|Cycle 1 (Cycle length=21 days);Completed,;May 20, 2021
647;Maximum tolerated dose;End of Cycle 1 (i.e. 21 Days);Suspended,;September 29, 2014
648;To evaluate the feasibility of obtaining two serial tumor biopsies and plasma pharmacokinetics for the determination of AR-67 half life in tumor and plasma during day 1 of AR-67 treatment given on days 1, 4, 8, 12 and 15 of an every 21-day cycle.;Cycle 1 days 1 and 2;Completed,;August 14, 2013
649;Objective response rate (ORR);6 months;Recruiting,;March 7, 2023
650;Safety Profile Measured by Grade ≥3 TEAEs;3 years;Recruiting,;June 30, 2022
651;Maximum tolerated dose (MTD) defined as the highest dose level tested at which =< 2/6 patients experience dose limiting toxicities (DLT) graded according to the National Cancer Institute (NCI) Common Toxicity Criteria (CTCAE) version 4.0|Incidence of adverse events (AEs) graded according to NCI CTCAE version 4.0;Up to day 35|Up to 28 days post-treatment;Recruiting,;September 1, 2022
652;Determination of Maximum Tolerated Dose (MTD) and establish the RP2D of BBP-398.;Completion of 1 Cycle ( 28 days);Recruiting,;February 1, 2023
653;Part 1 - Adverse Event (AE)|Part 1 - RP2D Of Fruquintinib In Combination With Tislelizumab|Part 2 - Objective Response Rate (ORR);Up to 28 Days in Part 1|Up to 28 Days in Part 1|through study completion, an average of 3 years;Recruiting,;June 30, 2022
654;Efficacy as measured by Objective Response Rate;Approximately up to 2 years;Active, not recruiting,;November 10, 2021
655;Safety Profile Measured by Grade ≥3 TEAEs;3 years;Recruiting,;February 15, 2023
656;Safety assessment: Adverse event|Effectiveness assessment: Disease control rate;Up to 2 years|Up to 2 years;Unknown status;Recruiting;October 20, 2020
657;Phase 1 : Number of Treatment-Emergent Adverse Events (TEAE)|Phase 2: Objective Response Rate (ORR) as Determined by Radiographic Disease Assessments Per Modified Response Evaluation Criteria in Solid Tumors (RECIST) v1.1;Duration of study treatment and up to 90 days after the last dose [approximately 3 years]|Measured every 8 weeks for duration of study treatment [approximately 12 months];Completed,;January 13, 2022
658;Number and percentage of subjects with adverse events (AEs), serious adverse events (SAEs), and dose-limiting toxicities (DLTs);From time of informed consent through 12 weeks after last dose of MEDI0562;Completed,;January 29, 2018
659;Occurrence of Drug Limited Toxicities (DLTs)|Incidence of Treatment-emergent adverse event (TEAEs) and serious adverse events (SAEs).|Number of patients with changes in laboratory parameters from baseline|Number of patients with changes in electrocariogram (ECG) from baseline|Number of participants with changes in left ventricular ejection fraction (LVEF) from baseline|Number of participants with changes in Clinically Significant Vital Sign from baseline;From Time of First dose through DLT observation period, 28 days|From the start of treatment until up to 90 days after the last dose of study drug|From the start of treatment until up to 30(±7) days after the last dose of study drug|From the start of treatment until up to 30(±7) days after the last dose of study drug|From the start of treatment until up to 30(±7) days after the last dose of study drug|From the start of treatment until up to 30(±7) days after the last dose of study drug;Recruiting,;March 24, 2023
660;Expression status of biomarkers and their dynamic changes during treatment and follow-up|Tumor short-term response to therapeutics|Tumor long-term response to therapeutics;From the date of enrollment until the date of disease progression, assessed up to 3 years|Within 1 month after the completion of radiotherapy|up to 3 years of follow-up;Recruiting,;December 28, 2021
661;Determination of the safety and tolerability of BBI608 and BBI503 when administered in combination by assessing dose-limiting toxicities (DLTs)|Determination of the Recommended Phase 2 Dose of BBI608 and BBI503 when administered in combination based on DLT criteria, pharmacokinetic/pharmacodynamic observations and tolerability overall;4 weeks|20 weeks;Completed,;April 5, 2022
662;Incidence of Adverse Events (AEs)|Incidence of dose-limiting toxicities (DLTs)|Maximum tolerated dose (MTD) or a tolerated dose below MTD (if MTD is not reached)|Recommended expansion dose (RED);From signing of informed consent form (ICF) until 10 weeks following the last dose or start of new anticancer therapy.|First 21 days of dosing.|From signing of ICF until 10 weeks following the last dose or start of new anticancer therapy.|From signing of ICF until 10 weeks following the last dose or start of new anticancer therapy.;Completed,;December 22, 2022
663,,;Completed,;June 8, 2015
664;Number Of Participants With Treatment-emergent Adverse Events (TEAEs)|Number Of Adverse Events (AEs) By The Dose Of iNKT Cell Therapy|Number Of TEAEs By The Dose Of iNKT Cell Therapy|Severity Grade Of AEs By Dose Of iNKT Cell Therapy|Number Of Dose-limiting Toxicities;Baseline through 12 months|Baseline through 12 months|Baseline through 12 months|Baseline through 12 months|Baseline through first 14 days after administration;Recruiting,;October 24, 2022
665,,;Completed,;July 11, 2012
666;Maximum tolerated dose (MTD) of pazopanib and GSK1120212 when combined in patients with solid tumors|Adverse events as a measure of the safety and tolerability profile of pazopanib in combination with GSK1120212 in patients with solid tumors;Approximately one year|Approximately two years;Completed,;August 29, 2018
667;MTD/RP2D|DLT occurrence and frequency (dose escalation phase)|AE, SAE occurrence and frequency (according to NCI CTCAE 5.0);through study completion, an average of 8 months.|The first period of LB4330 treatment (28 days for the first subject in the first dose group, 21 days for the rest subjects. If the administration is delayed, the DLT evaluation period should be extended to 7 days after the third administration)|up to 90 days following last dose;Recruiting,;February 1, 2023
668;Dose limiting toxicities (DLTs) (Phase 1)|Recommended Phase 2 Dose (RP2D) (Phase 1)|Overall Response Rate (ORR) Phase 2;Within 28 days of the first repotrectinib dose|Within 28 days of the last patient dosed in escalation|Two to three years after first dose of repotrectinib dose;Recruiting,;January 26, 2023
669;Maximum Tolerated Dose (MTD) and/or Recommended Phase 2 Dose (RP2D) of of ES101|Frequency of adverse events of ES101|Severity of adverse events of ES101;Up to 2-3 years|Up to 2-3 years|Up to 2-3 years;Terminated,;April 29, 2022
670;Safety: Toxicities will be evaluated according to the NCI Common Toxicity Criteria for Adverse Events (CTCAE) version 3;Continuous assessment throughout the duration of the trial: starting with dosing on Day 1 until after 30 day follow-up following the last dose;Completed,;July 13, 2012
671;Comparison of frequency, phenotype and transcriptional profile of the different immune subsets in the tumor following adoptive cell therapy infusion using spectral flow cytometry and RNA sequencing;3 months following ACT;Recruiting,;August 1, 2022
672;Percentage of Participants with Confirmed Overall Response, as Assessed by the Investigator According to RECIST v1.1 or According to RANO Criteria for Primary CNS Tumors;Up to 4 years;Active, not recruiting,;March 6, 2023
673;To determine the maximum tolerated doses and dose limiting toxicities of LBH589 in combination with gemcitabine when administered to patients with advanced incurable malignant solid tumors.;18 months;Terminated,;August 19, 2013
674,,;Terminated,;April 5, 2019
675;Toxicity evaluated according to the common toxicity criteria for adverse events (AEs) (CTCAEv4.0);2 years;Completed,;March 25, 2016
676;Dose-Limiting Toxicity (DLT) in Part 1|Maximum Tolerated Dose (MTD) in Part 1|Overall Response Rate (ORR) in Part 2|Treatment-Emergent Adverse Event (TEAE) in Part 1 and 2;First 28 days of treatment|First 28 days of treatment|From date of first treatment every 6 weeks until disease progression, death or withdrawal, whichever came first, approximately 2 years|Until 30 days after the last dosing;Recruiting,;December 21, 2021
677;%PECmax|%PEAUC;0 to 72 hours|0 to 72 hours;Completed,;October 1, 2020
678;The AEs (adverse event) of single and multiple doses of IMP4297 administered to participants with advanced solid tumors.|The maximum tolerated dose (MTD) and evaluate the dose limiting toxicities (DLTs) of IMP4297;Each visit after IMP4297 administrated (through study completion, an average of 10 months)|Within 28 days after IMP4297 administrated;Completed,;March 30, 2021
679;Dose limiting toxicity;Throughout the course of the study;Completed,;October 19, 2011
680;Incidence of adverse events|Maximum tolerated dose and recommended phase II dose of liposomal irinotecan in combination with veliparib;Up to 4 weeks|At 28 days;Active, not recruiting,;November 9, 2022
681;To determine the incidence of treatment emergent Adverse Events (Safety and Tolerability) of various doses of IOS-1002 administered alone and/or in combination with a PD-1 mAb in subjects with advanced solid tumors;From date of randomization until the date of first documented progression (end of study) or date of death from any cause, whichever came first, assessed up to 48 months;Recruiting,;March 17, 2023
682;To determine the RP2D of NUC-1031 administered as either an I.V. weekly or twice-weekly schedule in patients with advanced solid tumours.|To further evaluate the safety profile of NUC-1031 in an expanded cohort at RP2D;1.5 years|1 year;Completed,;August 27, 2015
683;Progression-free survival (PFS) (Cohort I)|Best objective response (Cohort II)|Overall response rate (ORR) (Cohort II);From registration to documented disease progression or death from any cause, assessed up to 3 years|From the start of the treatment until disease progression/recurrence, assessed up to 3 years|From the time measurement criteria are met for complete response (CR) or partial response (PR) (whichever is first recorded) until the first date that recurrent or progressive disease is objectively documented, assessed up to 3 years;Not yet recruiting,;December 6, 2022
684;Maximum Tolerated Dose (MTD) of HLX22 in patients with advanced solid tumors overexpressing HER2;from day1 to day 42(cycle 1 and cycle2 ,each cycle is 21days);Completed,;May 5, 2022
685;Part A: Adverse Events|Part A: TRX518 peak concentration (Cmax)|Part A: Time to peak concentration (Tmax)|Part A: Area under the curve (AUC)|Part A: Define a maximum single dose at which there are tolerable side effects and/or maximum PK/PcD parameter changes|Parts B and C: Adverse Events;through 30 days post last dose|various timepoints through 1 week post dose|various timepoints through 1 week post dose|various timepoints through 1 week post dose|End of Cycle 1 (Day 28)|through 30 days post dose;Completed,;August 14, 2019
686;Area under the plasma concentration-time curve from zero to infinity for osimertinib|Maximum plasma concentration for osimertinib;On Day of dosing in Part A - predose, 1, 2, 4, 6, 8, 10, 24, 48, 72, 120, 168, 216hrs post-dose|On Day of dosing in Part A - predose, 1, 2, 4, 6, 8, 10, 24, 48, 72, 120, 168, 216hrs post-dose;Completed,;November 25, 2022
687;Number of Patients Experiencing Dose Limiting Toxicity (DLT);Each patient will be followed for 22 days;Completed,;February 9, 2017
688;Adverse events|Anti-tumour activity;From screening visit through study completion, an average of 1 year|information on how the event is determined and over what estimated period of time (e.g., From date of sceening visit until the date of first documented progression or date of death from any cause, whichever came first, assessed up to 60 months;Active, not recruiting,;April 5, 2022
689;Part 1A : Occurrence of Dose Limiting Toxicities (DLTs)|Number of Participants With Treatment Emergent Adverse Events (TEAEs)|Number of Participants with Dose Interruptions due to TEAE|Number of Participants who Undergo Dose Reductions due to TEAE|Number of Participants Discontinue study due to TEAE;Up to Day 28|Up to 12 months|Up to 12 months|Up to 12 months|Up to 12 months;Recruiting,;December 13, 2022
690;Incidence of adverse events by type, frequency, severity, and causality (safety)|Incidence of treatment-emergent adverse events by type, frequency, severity, and causality (safety)|Incidence of serious adverse events by type, frequency, severity, and causality (safety)|Incidence of Infusion-related adverse events by type, frequency, severity, and causality (safety)|Incidence of dose-limiting toxicities (safety)|Determine the MTD|Determine the RP2D;Baseline through study completion at up to approximately 24 months|Baseline through study completion at up to approximately 24 months|Baseline through study completion at up to approximately 24 months|Baseline through study completion at up to approximately 24 months|Baseline through study completion at up to approximately 24 months|Baseline through study completion at up to approximately 24 months|Baseline through study completion at up to approximately 24 months;Withdrawn,;January 26, 2023
691;Number of Participants With At Least One Adverse Event, with Severity Determined According to National Cancer Institute (NCI) Common Terminology Criteria for Adverse Events (CTCAE)|Percentage of Participants with Objective Response as Determined By The Independent Review Facility (IRF) According To Response Evaluation Criteria in Solid Tumors (RECIST) Version 1.1 (Arm A)|Progression-Free Survival (PFS) as determined by the Independent Review Facility (IRF) according to RECIST v 1.1 (Arm F);From screening to up to 90 days after the last dose of study drug (up to approximately 55 months)|From screening to end of study (approximately 55 months)|From randomization to the first occurrence of disease progression or death from any cause (whichever occurs first);Completed,;July 9, 2021
692,,;Completed,;July 18, 2012
693;Overall response rate (ORR);Up to the last participant having been followed for approximately 10 months, summing up to approximately 2.5 years;Active, not recruiting,;March 24, 2023
694,,;Completed,;August 9, 2012
695;To determine the maximum tolerated dose (MTD);From the single dose to the last dose of the first cycle defined as 21 days of multiple dosing (28 days);Recruiting,;January 26, 2022
696;Incidence of treatment-emergent adverse events and dose-limiting toxicities (safety and tolerability) and MTD of TAS-117 in Part A|Recommended Phase 2 Dose (RP2D) of TAS-117 in Part A|Objective Response Rate (ORR) in Part B (including all patients with germline PTEN mutations in Part A);21 days for DLT evaluation, approximately 7 months for the others|21 days for DLT evaluation, approximately 7 months for the others|Approximately 6 months;Active, not recruiting,;March 20, 2023
697,,;Completed,;December 19, 2013
698;Assess safety and tolerability of study drug in subjects with advanced solid tumors who have BRAF and/or NRAS mutations;Up to treatment discontinuation + 30 days with an estimated treatment duration of 24 weeks;Completed,;May 3, 2013
699;Evaluate the safety and tolerability of escalating doses of single agent IV T3011 Characterize DLTs and identify the MTD and/or the RP2D of single agent IV T3011;Up to 2 years from first dose of T3011;Recruiting,;November 7, 2022
700;Safety and Tolerability: incidence of adverse events and any dose limiting toxicity;Up to 30 months;Recruiting,;August 3, 2021
701,,;Completed,;April 5, 2013
702,,;Completed,;December 19, 2013
703;Number of Subjects With Dose Limiting Toxicities (DLTs) Determined in Part-A|Number of Subjects With Treatment-emergent Adverse (TEAEs), Serious TEAEs, TEAEs Leading to Discontinuation or TEAEs Leading to Death;Week 1 up to Week 4 (Part A)|Baseline up to 4 weeks after the last Sym004 administration, up to a maximum of 41.1 weeks;Completed,;August 23, 2017
704;Maximum Tolerated Dose (MTD);Continual reassessment method during 28 day cycles, weekly visits for first cycle and monthly for each additional cycle;Terminated,;July 31, 2012
705,,;Completed,;October 23, 2012
706;Explore the maximum tolerated dose (MTD);21 days after first dosing;Recruiting,;January 5, 2022
707;Response and Progression Will be Evaluated in This Study Using the New International Criteria Proposed by the Response Evaluation Criteria in Solid Tumors (RECIST) Committee. Changes in Only the Largest Diameter of the Tumor Lesions Are Used.;12 Weeks;Completed,;April 11, 2012
708;Maximum Tolerated Dose (MTD) of Pazopanib in combination chemotherapy;42 days;Not yet recruiting,;September 19, 2018
709;Incidence and severity of adverse events (AEs) and serious adverse events (SAEs) (Arm A)|Incidence of dose limiting toxicities (DLTs) (Arm A)|Maximum tolerated dose (MTD) and recommended phase 2 dose (RP2D) of the combination of MM3814 and avelumab in patients with deoxyribonucleic acid (DNA) damage response (DDR) deficient advanced solid tumors;Up to 1 year post treatment|Up to 28 days|Up to 1 year post treatment;Recruiting,;February 16, 2023
710;Safety and tolerability of TAS-119 in combination with paclitaxel;Safety monitoring will begin at the time of the first dose of TAS-119, and will continue until all patients are discontinued from treatment or until 12 months from the last patient enrolled (up to 3 years).;Terminated,;February 21, 2020
711;Dose-Limiting Toxicity and Maximum Tolerated Dose of HS-10342.;5 weeks;Completed,;March 9, 2023
